area,rooms,bathrooms,wilaya,municipality,property_type,floor,is_furnished,has_elevator,rent_type,amenities,price
140,3,3,Setif,El Eulma,Apartment,8,1,1,daily,"Pool,Wifi,Elevator",7500
233,6,3,Oran,Es Senia,Villa,0,0,1,monthly,"Parking,Garden,Security 24/7",217500
42,1,3,Oran,Es Senia,Studio,4,0,1,daily,"Pool,Parking,Heating,Wifi,Security 24/7",3400
334,6,2,Oran,Oran City,Villa,0,0,1,daily,"Pool,Heating,Security 24/7,Air Conditioning,Garden",26000
318,7,2,Algiers,Sidi M'Hamed,Villa,0,1,0,monthly,Garden,528500
129,5,3,Algiers,Hydra,Apartment,0,0,0,monthly,"Pool,Parking,Wifi,Air Conditioning,Garden",133000
156,3,3,Oran,Bir El Djir,Apartment,1,0,0,daily,"Parking,Pool,Wifi,Elevator",8900
133,2,2,M'Sila,Boussaada,Apartment,4,1,0,daily,"Air Conditioning,Elevator",3500
296,7,1,M'Sila,M'Sila City,Villa,0,1,1,monthly,Elevator,203000
396,7,3,Setif,Setif City,Villa,0,0,0,monthly,Wifi,230000
91,3,2,Setif,El Eulma,Apartment,6,0,1,monthly,"Wifi,Heating,Elevator",52000
365,6,1,Setif,Setif City,Villa,0,0,0,daily,"Air Conditioning,Pool,Parking,Wifi",19500
100,2,3,Oran,Oran City,Apartment,0,0,0,monthly,"Heating,Garden,Security 24/7",67000
116,4,2,Constantine,Ali Mendjeli,Apartment,9,1,0,monthly,"Wifi,Parking,Elevator,Security 24/7",96000
153,5,2,Setif,El Eulma,Apartment,7,1,0,monthly,"Pool,Parking,Security 24/7,Air Conditioning,Elevator",112000
156,4,1,Constantine,Ali Mendjeli,Apartment,4,0,1,daily,"Pool,Parking,Wifi,Elevator,Security 24/7,Garden",6200
121,4,2,Constantine,Constantine City,Apartment,5,1,1,daily,"Elevator,Security 24/7",9000
81,4,3,Oran,Es Senia,Apartment,3,1,0,monthly,"Wifi,Heating,Elevator,Security 24/7",103000
127,3,1,M'Sila,Boussaada,Apartment,1,0,0,daily,Wifi,2400
81,2,1,M'Sila,M'Sila City,Apartment,6,0,1,monthly,"Air Conditioning,Parking,Elevator,Security 24/7",33500
125,5,1,M'Sila,Magra,Apartment,3,1,1,daily,"Parking,Elevator",4700
62,3,3,Algiers,Sidi M'Hamed,Apartment,8,0,0,monthly,"Parking,Wifi,Elevator",62000
68,2,2,Oran,Akid Lotfi,Apartment,1,1,0,monthly,"Pool,Wifi,Heating,Elevator,Garden",78500
149,5,1,Constantine,El Khroub,Apartment,2,0,0,monthly,"Parking,Garden,Elevator",94500
37,1,3,Constantine,El Khroub,Studio,2,1,1,monthly,"Pool,Parking,Wifi,Security 24/7,Elevator",25000
34,1,3,Setif,El Eulma,Studio,3,1,0,monthly,"Wifi,Security 24/7",26000
295,7,3,Setif,Ain Arnat,Villa,0,1,0,monthly,"Security 24/7,Garden,Elevator",284500
92,3,2,M'Sila,Magra,Apartment,7,1,1,monthly,"Wifi,Heating,Security 24/7,Air Conditioning,Elevator",58000
307,4,3,Constantine,Constantine City,Villa,0,0,1,monthly,"Pool,Garden,Elevator",207000
155,3,2,Oran,Oran City,Apartment,8,0,1,monthly,"Elevator,Heating,Security 24/7",100000
114,3,3,Algiers,Hydra,Apartment,3,1,1,monthly,"Air Conditioning,Pool,Elevator",156000
62,4,3,Setif,Ain Arnat,Apartment,5,1,0,monthly,"Wifi,Air Conditioning,Elevator,Security 24/7",62000
155,3,2,M'Sila,Magra,Apartment,8,0,1,monthly,"Pool,Garden,Elevator",56000
117,3,3,Algiers,Sidi M'Hamed,Apartment,3,0,1,monthly,"Air Conditioning,Parking,Pool,Elevator",110000
91,3,2,Algiers,Hydra,Apartment,1,1,1,monthly,"Air Conditioning,Elevator",136500
40,1,1,Constantine,Ali Mendjeli,Studio,2,0,0,monthly,"Parking,Wifi,Elevator",20000
133,3,1,Setif,Setif City,Apartment,7,1,1,daily,"Elevator,Pool,Wifi,Security 24/7",6000
154,2,1,Oran,Akid Lotfi,Apartment,3,1,0,monthly,"Wifi,Parking,Heating,Security 24/7",142500
88,4,2,Oran,Oran City,Apartment,7,0,1,daily,"Garden,Elevator",6000
114,4,3,Algiers,Zeralda,Apartment,4,0,0,monthly,"Parking,Heating,Security 24/7,Air Conditioning,Elevator",100500
94,4,2,Constantine,Constantine City,Apartment,2,0,0,monthly,"Air Conditioning,Garden",64500
111,5,3,M'Sila,Boussaada,Apartment,7,0,1,monthly,"Pool,Wifi,Elevator,Security 24/7,Garden",48000
164,5,1,Oran,Es Senia,Apartment,4,0,1,monthly,"Pool,Parking,Heating,Wifi,Elevator,Garden",118500
97,3,1,Constantine,El Khroub,Apartment,2,0,1,monthly,"Garden,Pool,Wifi,Elevator",60500
100,5,2,Constantine,El Khroub,Apartment,9,1,0,monthly,"Pool,Parking,Heating,Wifi,Air Conditioning",91500
63,2,1,Setif,Ain Arnat,Apartment,7,1,0,monthly,"Wifi,Heating",49000
75,4,2,Constantine,Ali Mendjeli,Apartment,1,0,0,monthly,"Air Conditioning,Garden",54000
91,2,2,M'Sila,Boussaada,Apartment,0,1,1,daily,"Wifi,Air Conditioning,Elevator,Security 24/7",4600
111,3,3,Oran,Akid Lotfi,Apartment,1,0,0,monthly,"Pool,Parking,Heating,Elevator,Garden",82500
159,2,3,Algiers,Bab Ezzouar,Apartment,0,0,1,daily,"Air Conditioning,Wifi,Elevator",10400
84,2,3,Algiers,Sidi M'Hamed,Apartment,9,1,0,monthly,Wifi,94000
60,4,1,M'Sila,Magra,Apartment,8,0,0,daily,"Air Conditioning,Pool,Security 24/7",2600
63,5,1,Algiers,Sidi M'Hamed,Apartment,7,0,0,monthly,"Pool,Air Conditioning,Garden",77000
127,4,3,Oran,Akid Lotfi,Apartment,4,1,0,daily,"Wifi,Pool,Heating,Elevator",12300
94,3,2,Algiers,El Biar,Apartment,5,1,1,daily,"Parking,Heating,Elevator,Air Conditioning,Garden",11600
274,7,1,Oran,Oran City,Villa,0,0,1,monthly,"Parking,Heating,Wifi,Security 24/7,Garden",248500
128,4,1,Setif,Setif City,Apartment,5,0,0,monthly,Pool,62000
51,1,3,Constantine,Ali Mendjeli,Studio,4,1,0,monthly,"Pool,Parking,Heating,Air Conditioning,Garden",33000
93,5,1,Algiers,Zeralda,Apartment,3,0,0,daily,Heating,8200
153,5,3,Constantine,Constantine City,Apartment,8,1,0,monthly,"Garden,Pool,Air Conditioning,Heating",123000
78,2,3,Algiers,El Biar,Apartment,0,0,1,monthly,"Pool,Parking,Wifi,Heating,Elevator,Garden",68500
125,3,3,Setif,Ain Arnat,Apartment,5,1,0,monthly,"Pool,Wifi",85000
400,8,2,Oran,Es Senia,Villa,0,1,0,monthly,Pool,473500
105,5,3,Constantine,Ali Mendjeli,Apartment,6,0,1,daily,"Pool,Wifi,Elevator",6000
48,1,2,Setif,El Eulma,Studio,3,1,1,monthly,Air Conditioning,31000
38,1,2,Oran,Akid Lotfi,Studio,1,1,0,monthly,Elevator,37000
93,3,2,Algiers,Bab Ezzouar,Apartment,0,1,1,monthly,"Parking,Pool,Air Conditioning,Elevator",137500
84,4,3,M'Sila,Magra,Apartment,0,1,0,monthly,"Pool,Security 24/7",59500
129,5,3,Constantine,Constantine City,Apartment,5,0,1,monthly,"Parking,Pool,Elevator,Security 24/7",83500
107,4,3,Constantine,El Khroub,Apartment,0,1,1,monthly,"Pool,Elevator",107000
102,2,1,Setif,Setif City,Apartment,7,0,1,monthly,"Elevator,Heating,Security 24/7",49500
473,8,2,Oran,Oran City,Villa,0,0,1,monthly,"Air Conditioning,Heating,Parking,Elevator",354500
315,7,2,Oran,Es Senia,Villa,0,0,1,monthly,Security 24/7,269000
139,5,1,Oran,Es Senia,Apartment,7,0,1,daily,"Wifi,Elevator",6300
132,4,3,Algiers,El Biar,Apartment,5,0,0,monthly,"Heating,Security 24/7",107500
76,2,1,Oran,Oran City,Apartment,9,0,0,daily,Pool,4500
81,5,3,Oran,Es Senia,Apartment,2,0,0,daily,"Wifi,Heating,Garden",7700
106,3,1,Oran,Akid Lotfi,Apartment,5,1,0,monthly,"Pool,Security 24/7",100500
143,4,1,Oran,Oran City,Apartment,1,1,0,monthly,"Parking,Heating,Wifi,Air Conditioning,Elevator",155500
40,1,2,Setif,Setif City,Studio,3,1,0,monthly,"Parking,Elevator,Security 24/7,Air Conditioning,Garden",25000
118,4,1,Setif,Ain Arnat,Apartment,7,0,0,daily,"Garden,Parking,Heating,Air Conditioning,Elevator",4200
122,4,3,Setif,Ain Arnat,Apartment,5,0,0,monthly,"Wifi,Elevator",57500
242,4,1,Algiers,El Biar,Villa,0,1,1,monthly,Parking,414000
127,2,1,Oran,Akid Lotfi,Apartment,1,1,1,monthly,"Elevator,Garden,Security 24/7",121500
78,5,1,Oran,Es Senia,Apartment,8,0,1,monthly,"Elevator,Pool,Heating,Security 24/7",76500
118,3,3,Oran,Bir El Djir,Apartment,4,1,0,daily,"Air Conditioning,Wifi",9400
70,2,2,Oran,Oran City,Apartment,9,1,0,monthly,Elevator,66000
129,4,1,Algiers,Zeralda,Apartment,1,0,0,monthly,"Pool,Elevator,Security 24/7,Air Conditioning,Garden",125000
65,5,1,Algiers,Zeralda,Apartment,9,1,1,monthly,"Parking,Heating,Elevator,Security 24/7,Air Conditioning,Garden",138000
52,1,3,Constantine,El Khroub,Studio,1,1,0,daily,"Pool,Parking,Wifi,Security 24/7,Air Conditioning",2200
151,3,2,Setif,El Eulma,Apartment,4,1,1,monthly,"Pool,Heating,Wifi,Security 24/7,Air Conditioning,Elevator",113000
130,2,1,M'Sila,Magra,Apartment,8,0,0,monthly,Air Conditioning,34000
89,3,2,Algiers,El Biar,Apartment,1,0,1,monthly,Elevator,91500
74,4,1,Oran,Es Senia,Apartment,1,0,0,monthly,"Air Conditioning,Pool,Garden",66500
237,4,1,Setif,El Eulma,Villa,0,0,0,monthly,Wifi,155500
148,3,2,Algiers,Bab Ezzouar,Apartment,7,1,1,monthly,"Heating,Parking,Garden,Elevator",195500
52,1,3,Constantine,Constantine City,Studio,1,0,1,monthly,"Elevator,Security 24/7",23500
99,5,3,Algiers,Sidi M'Hamed,Apartment,8,0,1,monthly,"Wifi,Parking,Elevator",116500
138,5,2,Setif,El Eulma,Apartment,8,1,1,monthly,"Heating,Wifi,Elevator,Air Conditioning,Garden",117000
90,3,3,Setif,Ain Arnat,Apartment,2,1,1,monthly,"Pool,Heating,Security 24/7,Air Conditioning,Elevator",80000
139,2,3,Oran,Bir El Djir,Apartment,6,0,0,monthly,"Pool,Parking,Security 24/7,Air Conditioning,Garden",73500
141,3,1,M'Sila,Magra,Apartment,5,0,0,monthly,"Air Conditioning,Elevator",47000
163,5,2,Oran,Oran City,Apartment,8,0,1,monthly,"Heating,Elevator",116500
133,5,1,Setif,El Eulma,Apartment,2,1,0,monthly,"Parking,Heating,Security 24/7,Air Conditioning,Elevator",116000
157,5,1,Oran,Oran City,Apartment,1,0,0,daily,Elevator,6800
86,4,2,M'Sila,M'Sila City,Apartment,8,1,0,monthly,Heating,47500
104,5,3,Oran,Bir El Djir,Apartment,2,1,0,monthly,"Parking,Heating",131000
78,5,3,M'Sila,Boussaada,Apartment,4,1,0,daily,"Garden,Security 24/7",5400
137,3,1,M'Sila,Boussaada,Apartment,2,1,0,monthly,"Garden,Parking,Heating,Air Conditioning,Elevator",72000
362,5,3,M'Sila,M'Sila City,Villa,0,0,1,daily,"Garden,Air Conditioning,Heating,Security 24/7",9900
138,2,3,M'Sila,M'Sila City,Apartment,3,1,1,daily,"Wifi,Heating,Elevator,Garden",4200
153,2,2,Constantine,Constantine City,Apartment,1,1,0,daily,Wifi,8700
125,5,3,Oran,Bir El Djir,Apartment,8,1,0,monthly,"Pool,Parking,Wifi,Security 24/7,Garden",135000
139,5,1,Constantine,Ali Mendjeli,Apartment,1,0,1,monthly,"Air Conditioning,Elevator",88500
33,1,2,Constantine,Ali Mendjeli,Studio,1,0,0,monthly,"Heating,Air Conditioning,Wifi",19500
129,5,1,Algiers,Zeralda,Apartment,4,1,0,monthly,"Parking,Heating,Elevator",175000
134,3,1,Oran,Akid Lotfi,Apartment,5,0,0,monthly,"Garden,Elevator",75000
64,2,3,Setif,El Eulma,Apartment,7,0,0,daily,Parking,3200
48,1,3,M'Sila,Boussaada,Studio,0,1,1,daily,"Air Conditioning,Pool",2200
152,4,3,Algiers,Zeralda,Apartment,7,1,1,monthly,"Wifi,Elevator",209500
62,3,2,Oran,Oran City,Apartment,1,0,1,monthly,"Wifi,Air Conditioning,Garden,Elevator",52000
197,7,3,Oran,Bir El Djir,Villa,0,0,1,monthly,"Parking,Pool,Garden,Security 24/7",206500
41,1,2,Algiers,Sidi M'Hamed,Studio,2,0,1,monthly,"Air Conditioning,Pool,Elevator,Security 24/7",31500
71,3,2,Algiers,Sidi M'Hamed,Apartment,5,1,0,daily,Wifi,12200
115,4,1,Algiers,Bab Ezzouar,Apartment,1,1,1,monthly,"Heating,Elevator",174500
89,3,2,Constantine,Constantine City,Apartment,5,1,1,monthly,"Heating,Elevator",81000
138,4,3,Oran,Oran City,Apartment,1,1,1,monthly,"Pool,Garden,Elevator",147000
266,6,3,M'Sila,Boussaada,Villa,0,0,0,monthly,"Pool,Garden,Heating,Security 24/7,Elevator",124500
129,2,2,Oran,Es Senia,Apartment,7,0,1,monthly,"Wifi,Heating,Security 24/7,Air Conditioning,Elevator",80000
223,7,1,Algiers,Hydra,Villa,0,1,1,monthly,"Parking,Pool,Air Conditioning,Heating",436000
52,1,3,Setif,El Eulma,Studio,1,0,1,monthly,Air Conditioning,21000
130,2,3,Constantine,El Khroub,Apartment,5,0,1,monthly,"Pool,Wifi,Elevator",66000
115,4,2,M'Sila,Boussaada,Apartment,2,1,1,monthly,"Pool,Wifi,Security 24/7,Air Conditioning,Elevator",73000
116,4,1,Oran,Es Senia,Apartment,2,1,1,monthly,"Pool,Heating,Wifi,Security 24/7,Air Conditioning,Elevator",131500
113,4,3,Algiers,Zeralda,Apartment,0,1,0,monthly,"Air Conditioning,Security 24/7",171000
85,4,2,Constantine,Constantine City,Apartment,1,1,0,monthly,Parking,92500
115,3,1,Oran,Bir El Djir,Apartment,1,0,1,monthly,"Pool,Parking,Wifi,Security 24/7,Air Conditioning,Elevator",81000
76,3,3,Algiers,El Biar,Apartment,3,0,1,monthly,"Elevator,Garden,Security 24/7",75000
132,2,3,Constantine,El Khroub,Apartment,4,1,1,monthly,"Wifi,Air Conditioning,Heating,Elevator",99500
80,5,1,Oran,Oran City,Apartment,0,0,1,monthly,"Elevator,Pool,Garden,Security 24/7",76500
146,3,1,M'Sila,Magra,Apartment,4,1,0,monthly,"Pool,Garden",65500
